model,frame,atoms,config_type,declared_xc,dft_field_prefix,dft_energy_eV,model_energy_eV,basis_signs,volume_A3,components,squared_error,component_rmse_eV_A,max_vector_error_eV_A,reference_component_rms_eV_A,diamond_referenced_error_eV_atom
MACE-MP-0b3-medium,1134,128,bt,PW91,dft,-20835.253504,-646.9125257080295,1 1 1,1757.454888433355,384,4.450321685523544,0.1076539799049911,0.4043994624554222,0.23422230340811287,-0.07267870435394297
MACE-MP-0b3-medium,1135,128,bt,PW91,dft,-20836.128128,-647.6611058832048,1 1 1,1769.375358225971,384,4.581190547315838,0.10922538036998694,0.35842047045098957,0.2387238616527385,-0.07169398697249907
MACE-MP-0b3-medium,1136,128,bt,PW91,dft,-20835.233809,-646.9954340029212,1 1 1,1760.3550488825063,384,5.474140353766212,0.1193967078186532,0.41373757877298906,0.25737047889980424,-0.07348029259527689
MACE-MP-0b3-medium,1137,128,bt,PW91,dft,-20832.858061,-645.0910007148099,1 1 1,1737.8057704405426,384,5.659304145089048,0.12139922244878423,0.4274074439112962,0.26909460426015064,-0.07716243878192408
MACE-MP-0b3-medium,1138,128,bt,PW91,dft,-20830.087725,-642.7049504442862,1 1 1,1709.9194440385954,384,3.5953963263912856,0.09676265429722344,0.3803583150356636,0.22860194825695385,-0.08016467104344027
MACE-MP-0b3-medium,1139,128,bt,PW91,dft,-20831.959013,-644.2962263225727,1 1 1,1726.6647814703779,384,4.149234497171358,0.1039485361595683,0.3749083710965606,0.23721164506716097,-0.07797707634256579
MACE-MP-0b3-medium,1140,128,bt,PW91,dft,-20833.1164,-645.2748199918755,1 1 1,1738.0739640171482,384,5.018517303781589,0.11431996972794337,0.4953139667170233,0.25752182032295423,-0.07658025344649921
MACE-MP-0b3-medium,1141,128,bt,PW91,dft,-20832.473906,-644.7905171758284,1 1 1,1733.3341064994006,384,4.986549862779694,0.11395528480207541,0.383943488617882,0.26143310749955717,-0.07781612207112953
MACE-MP-0b3-medium,1142,128,bt,PW91,dft,-20830.415167,-643.1435381354083,1 1 1,1715.7197524103565,384,4.889664795568892,0.1128428202048938,0.3899515300605361,0.2545005719603101,-0.08103299675534803
MACE-MP-0b3-medium,1143,128,bt,PW91,dft,-20826.494545,-639.7624792592483,1 1 1,1683.5667396770907,384,4.164790180505329,0.10414320794815486,0.32511093480071745,0.25290648166820806,-0.08524833366033047
MACE-MP-0b3-medium,1144,128,bt,PW91,dft,-20828.278928,-641.3501610796185,1 1 1,1698.1840863831724,384,5.203787353132813,0.11641103712900265,0.40299747597119645,0.2730956086030701,-0.08371160569448577
MACE-MP-0b3-medium,1145,128,bt,PW91,dft,-20829.721055,-642.5601867845822,1 1 1,1709.833147300858,384,5.303847779322601,0.11752490626240014,0.4940920134048597,0.271815642072933,-0.0818983143269989
MACE-MP-0b3-medium,1146,128,bt,PW91,dft,-20829.463019,-642.3312893088361,1 1 1,1707.820695683674,384,4.8378980040195705,0.1122438983588906,0.3987305546885092,0.2674570326818676,-0.08212595904775455
MACE-MP-0b3-medium,1147,128,bt,PW91,dft,-20827.354079,-640.6376682573934,1 1 1,1692.9910154246174,384,5.503385554765543,0.11971521714274784,0.4636559557611912,0.28261600209996735,-0.08537063833334546
MACE-MP-0b3-medium,1148,128,bt,PW91,dft,-20822.706965,-636.6083247527996,1 1 1,1658.9481173237161,384,3.8763487852872216,0.10047217672081563,0.35717058396545676,0.2501962653587762,-0.09019697032870155
MACE-MP-0b3-medium,1149,128,bt,PW91,dft,-20824.692381,-638.3099580360737,1 1 1,1671.9092050892252,384,4.042700666245627,0.10260539127330486,0.3445954094829291,0.2543522728058674,-0.08797991785428394
MACE-MP-0b3-medium,1150,128,bt,PW91,dft,-20826.139513,-639.5946252995759,1 1 1,1683.1750099760723,384,4.887273891527095,0.11281522840106802,0.38405592308033226,0.2708758312583384,-0.08671066210041456
MACE-MP-0b3-medium,1151,128,bt,PW91,dft,-20826.112023,-639.5621701091319,1 1 1,1682.7559781379016,384,4.255182185684548,0.10526729600665874,0.36654570012760146,0.253883771641404,-0.08667187155004541
MACE-MP-0b3-medium,1152,128,bt,PW91,dft,-20824.198454,-637.9682728972398,1 1 1,1670.3959345877208,384,4.934761918048341,0.11336199757819,0.36916979279451084,0.28055981120945567,-0.08916930739464046
MACE-MP-0b3-medium,1153,128,bt,PW91,dft,-20818.742605,-633.2398999184982,1 1 1,1636.4164123907574,384,4.363285290081561,0.10659606985995027,0.37863790771554434,0.28072380019994375,-0.09485271381073535
MACE-MP-0b3-medium,1154,128,bt,PW91,dft,-20820.891931,-635.0817644982974,1 1 1,1648.868625558975,384,4.168849739690356,0.10419395150604298,0.4328742228737554,0.26722799641498785,-0.09245067146542585
MACE-MP-0b3-medium,1155,128,bt,PW91,dft,-20822.115917,-636.2455550653596,1 1 1,1659.119443351788,384,5.824892922960554,0.12316246176037747,0.4905457396625999,0.3073398336638296,-0.09198039464559216
MACE-MP-0b3-medium,1156,128,bt,PW91,dft,-20822.180794,-636.2204307267218,1 1 1,1657.1467095016178,384,4.669463330519562,0.11027266550039208,0.3827522391416612,0.265759582259531,-0.09127725918747931
MACE-MP-0b3-medium,1157,128,bt,PW91,dft,-20819.620501,-634.0764652444096,1 1 1,1643.1209802426647,384,4.659644180888338,0.11015666141635155,0.4821966700989398,0.28232879110160874,-0.09452981791940473
MACE-MP-0b3-medium,1158,64,liq,UNSPECIFIED,dft,-10399.005258,-310.8676876518429,1 1 1,1300.025431944,192,12.414595166215594,0.25428202811846445,1.140911582106225,1.539962346197715,
MACE-MP-0b3-medium,1159,64,liq,UNSPECIFIED,dft,-10400.913348,-312.2657958656339,1 1 1,1300.025431944,192,9.356763124232703,0.220755840856013,1.0418056100049182,1.2370862178859376,
MACE-MP-0b3-medium,1160,64,liq,UNSPECIFIED,dft,-10399.914693,-310.9155570227777,1 1 1,1300.025431944,192,6.622830250696285,0.18572535517723426,0.6492242038598507,1.094888986346523,
MACE-MP-0b3-medium,1161,64,liq,UNSPECIFIED,dft,-10397.128438,-309.07808897272685,1 1 1,1300.025431944,192,7.629793294361026,0.19934519492945818,0.7247152689055135,1.1852298369778327,
MACE-MP-0b3-medium,1162,64,liq,UNSPECIFIED,dft,-10396.28065,-309.0216688682258,1 1 1,1300.025431944,192,10.296036647032025,0.23157113565804885,0.8024744295678878,1.0507287008230684,
MACE-MP-0b3-medium,1163,64,liq,UNSPECIFIED,dft,-10396.524375,-309.22570575933725,1 1 1,1300.025431944,192,8.265534580349266,0.20748411812149004,0.7590624089972076,0.8596813302995622,
MACE-MP-0b3-medium,1164,64,liq,UNSPECIFIED,dft,-10394.201572,-307.39517250706035,1 1 1,1300.025431944,192,10.385337073878372,0.2325732083877745,0.8997690645465093,1.1976908326531326,
MACE-MP-0b3-medium,1165,64,liq,UNSPECIFIED,dft,-10394.081954,-307.637958522829,1 1 1,1300.025431944,192,9.523241686432321,0.22271106195435153,0.7816675531133136,1.1292694880974676,
MACE-MP-0b3-medium,1166,64,liq,UNSPECIFIED,dft,-10397.045358,-309.69510562372363,1 1 1,1300.025431944,192,10.341968423605195,0.2320870932924615,0.9527361979704431,1.1788075438790888,
MACE-MP-0b3-medium,1167,64,liq,UNSPECIFIED,dft,-10396.561871,-309.4361726570148,1 1 1,1300.025431944,192,8.320691974472277,0.20817525637559117,0.8029937722148409,1.1503547707768063,
MACE-MP-0b3-medium,1168,64,liq,UNSPECIFIED,dft,-10395.431556,-308.4456951340009,1 1 1,1300.025431944,192,8.832033100833883,0.21447650780487934,0.758341101241367,1.1863685721801513,
MACE-MP-0b3-medium,1169,64,liq,UNSPECIFIED,dft,-10394.758246,-308.12950296987486,1 1 1,1300.025431944,192,11.11725083143202,0.2406290674053638,0.8282408130253857,1.1833642890705278,
MACE-MP-0b3-medium,1170,64,liq,UNSPECIFIED,dft,-10396.364942,-308.77137839388524,1 1 1,1300.025431944,192,6.9841124912793875,0.1907238472034374,0.736779778783908,0.8500804723634992,
MACE-MP-0b3-medium,1171,64,liq,UNSPECIFIED,dft,-10396.551385,-309.1140596374242,1 1 1,1300.025431944,192,7.786869080561459,0.20138671702620045,0.7393249510692782,0.8400916315315079,
MACE-MP-0b3-medium,1172,64,liq,UNSPECIFIED,dft,-10393.488669,-306.2873918679672,1 1 1,1300.025431944,192,8.67084387653554,0.21251034137257716,0.7984739354809749,1.173440894424074,
MACE-MP-0b3-medium,1173,64,liq,UNSPECIFIED,dft,-10391.273404,-304.66517184398015,1 1 1,1300.025431944,192,10.129587270169075,0.22969167819520717,0.9688647492355839,1.240456969180948,
MACE-MP-0b3-medium,1174,64,liq,UNSPECIFIED,dft,-10394.168004,-306.6840260316838,1 1 1,1300.025431944,192,8.372410753744138,0.20882122978539336,0.7515547578530469,0.8959495571825598,
MACE-MP-0b3-medium,1175,64,liq,UNSPECIFIED,dft,-10393.741239,-306.0873835568642,1 1 1,1300.025431944,192,8.791479050590137,0.2139835353210389,0.7223001360852341,1.0577117784731498,
MACE-MP-0b3-medium,1176,64,liq,UNSPECIFIED,dft,-10400.964141,-315.29397819708345,1 1 1,980.5490258837202,192,24.25403733060115,0.355419626775001,1.3342175341925921,1.0634660583904112,
MACE-MP-0b3-medium,1177,64,liq,UNSPECIFIED,dft,-10398.43497,-313.0797110439824,1 1 1,980.5490258837202,192,19.871182554027115,0.3217075418278086,1.1081656136383382,1.1895111444712716,
MACE-MP-0b3-medium,1178,64,liq,UNSPECIFIED,dft,-10398.286273,-312.6817649581036,1 1 1,980.5490258837202,192,15.5476800237269,0.2845654584161219,0.9718847673530847,1.0500736668012274,
MACE-MP-0b3-medium,1179,64,liq,UNSPECIFIED,dft,-10396.658767,-311.9127389850227,1 1 1,980.5490258837202,192,16.10958140345638,0.2896619923456798,1.1331202429332503,1.1326787848535398,
MACE-MP-0b3-medium,1180,64,liq,UNSPECIFIED,dft,-10397.130096,-311.89681379042617,1 1 1,980.5490258837202,192,14.90677162071584,0.2786385391947095,1.1126396671958145,1.0794656222797714,
MACE-MP-0b3-medium,1181,64,liq,UNSPECIFIED,dft,-10393.547828,-308.6967339184022,1 1 1,980.5490258837202,192,17.996088560313908,0.306152948570321,1.1162601835310937,1.5028428032868726,
MACE-MP-0b3-medium,1182,64,liq,UNSPECIFIED,dft,-10397.02162,-311.78695328974464,1 1 1,980.5490258837202,192,18.547622030303327,0.31080894143266935,1.0691091923072895,1.2405535983185254,
MACE-MP-0b3-medium,1183,64,liq,UNSPECIFIED,dft,-10396.083464,-311.4628181950004,1 1 1,980.5490258837202,192,19.146030273138905,0.3157830072575129,1.146577409833736,1.159443667853251,
MACE-MP-0b3-medium,1184,64,liq,UNSPECIFIED,dft,-10396.025063,-311.43030188666177,1 1 1,980.5490258837202,192,14.366259916909522,0.27354025371153406,0.820022778694662,1.0088776259281587,
MACE-MP-0b3-medium,1185,64,liq,UNSPECIFIED,dft,-10393.004491,-308.56068430469657,1 1 1,980.5490258837202,192,19.393258876610222,0.31781528699704104,1.0922301236179595,1.7939634791478185,
MACE-MP-0b3-medium,1186,64,liq,UNSPECIFIED,dft,-10416.720954,-323.41218038924126,1 1 1,1347.8648190673844,192,9.902994246514503,0.22710811309578904,0.6867750173106033,0.9375102110621694,
MACE-MP-0b3-medium,1187,64,liq,UNSPECIFIED,dft,-10421.206114,-326.7707931996557,1 1 1,1305.8780177822182,192,12.2184921411714,0.2522656930736607,0.7781628910790422,0.9129701094798481,
MACE-MP-0b3-medium,1188,64,liq,UNSPECIFIED,dft,-10419.216612,-324.351329439782,1 1 1,1297.7568183865358,192,13.504839889983677,0.26521257089423883,0.9586516883905316,1.0344925713478847,
MACE-MP-0b3-medium,1189,64,liq,UNSPECIFIED,dft,-10421.659944,-326.6087859919869,1 1 1,1329.7707161412843,192,12.737032656931465,0.25756302482082205,0.9759729442909565,0.9515931497756802,
MACE-MP-0b3-medium,1190,64,liq,UNSPECIFIED,dft,-10420.716204,-325.5748813283854,1 1 1,1383.9143802413753,192,9.519782592460947,0.2226706109984,0.7938742657026837,0.871673785905838,
MACE-MP-0b3-medium,1191,64,liq,UNSPECIFIED,dft,-10419.269261,-324.1547776461665,1 1 1,1400.3246973507783,192,9.645170541713373,0.22413224497624273,0.7490123427358893,1.0846121639400264,
MACE-MP-0b3-medium,1192,64,liq,UNSPECIFIED,dft,-10421.319002,-326.1367495332905,1 1 1,1358.2602228352673,192,12.520666748829772,0.25536602354950905,1.052117772093673,0.9927550998494459,
MACE-MP-0b3-medium,1193,64,liq,UNSPECIFIED,dft,-10421.614044,-326.5090861660079,1 1 1,1308.4461147523432,192,15.395976665659102,0.28317376020206125,0.98661807298152,1.0163460562790916,
MACE-MP-0b3-medium,1194,64,liq,UNSPECIFIED,dft,-10421.728018,-326.5072789809322,1 1 1,1312.092241570883,192,13.93140434172016,0.26936851637325,0.9483262633712595,0.9446912964688297,
MACE-MP-0b3-medium,1195,64,liq,UNSPECIFIED,dft,-10421.564838,-326.1361089029679,1 1 1,1355.497142585966,192,12.170656423694727,0.25177139539684945,0.8329218370672588,0.8992026360667406,
MACE-MP-0b3-medium,1196,64,liq,UNSPECIFIED,dft,-10398.548139,-311.53931744127755,1 1 1,1202.7529418009933,192,5.683675315527215,0.1720536997617437,0.5819842809652275,0.7672502435442755,
MACE-MP-0b3-medium,1197,64,liq,UNSPECIFIED,dft,-10396.693235,-310.6697708642651,1 1 1,1203.0223588864037,192,9.937626891019832,0.2275048865205499,0.827213656260534,0.9702740796714564,
MACE-MP-0b3-medium,1198,64,liq,UNSPECIFIED,dft,-10396.885554,-310.5502153899214,1 1 1,1202.3451941589103,192,8.325130862701858,0.20823077720781857,0.8633534881069832,0.9960423324295341,
MACE-MP-0b3-medium,1199,64,liq,UNSPECIFIED,dft,-10398.24021,-311.00930761895336,1 1 1,1210.1301449117268,192,7.869697594561691,0.20245495376752037,0.840647978862627,1.1238677405912436,
MACE-MP-0b3-medium,1200,64,liq,UNSPECIFIED,dft,-10398.606072,-311.7231755799061,1 1 1,1220.5481585964392,192,8.401756825272152,0.20918687848817333,0.8095696726785605,0.9394398227584219,
MACE-MP-0b3-medium,1201,64,liq,UNSPECIFIED,dft,-10396.919603,-310.237011227742,1 1 1,1232.3986920022899,192,7.911622789871313,0.20299351885527386,0.6487159869922916,0.8371969780992653,
MACE-MP-0b3-medium,1202,64,liq,UNSPECIFIED,dft,-10397.593081,-310.4389901926769,1 1 1,1239.4789135947035,192,6.552977386283062,0.1847433099020303,0.5907824285662059,0.8525135537797186,
MACE-MP-0b3-medium,1203,64,liq,UNSPECIFIED,dft,-10398.201601,-311.74225150941,1 1 1,1242.4695680452137,192,10.570512214571282,0.23463748873008072,0.9569782581656255,0.832265743963429,
MACE-MP-0b3-medium,1204,64,liq,UNSPECIFIED,dft,-10399.151985,-312.83994328295006,1 1 1,1234.502502412116,192,7.191329466885333,0.19353253208016763,0.6657658406197088,0.6815469563243607,
MACE-MP-0b3-medium,1205,64,liq,UNSPECIFIED,dft,-10398.065456,-311.0763432656918,1 1 1,1219.4080720385289,192,6.764439978742455,0.18770044811512027,0.7292238115741245,0.812535510582012,
MACE-MP-0b3-medium,1206,64,liq,UNSPECIFIED,dft,-10418.982616,-324.71657681337734,1 1 1,1442.8970000000002,192,9.661404954592438,0.2243207914390363,0.7891045723295558,0.8547352110750805,
MACE-MP-0b3-medium,1207,64,liq,UNSPECIFIED,dft,-10417.963412,-323.49612958349877,1 1 1,1442.8970000000002,192,8.309724379327854,0.20803801209314104,0.9327199157802919,0.8719987956676507,
MACE-MP-0b3-medium,1208,64,liq,UNSPECIFIED,dft,-10418.618732,-323.9329623296663,1 1 1,1442.8970000000002,192,8.973711193168986,0.21618991449900818,0.8098921087011631,0.9543696889949911,
MACE-MP-0b3-medium,1209,64,liq,UNSPECIFIED,dft,-10418.441883,-323.8547605286345,1 1 1,1442.8970000000002,192,10.549873690515065,0.23440831641553583,0.8310773158359939,0.8569820984519965,
MACE-MP-0b3-medium,1210,64,liq,UNSPECIFIED,dft,-10420.603132,-325.3683517326364,1 1 1,1442.8970000000002,192,8.69707021120885,0.21283148423900874,0.9070402133023997,0.8322472162248803,
MACE-MP-0b3-medium,1211,64,liq,UNSPECIFIED,dft,-10395.519816,-311.4510202064839,1 1 1,941.1920000000005,192,22.63525138180495,0.3433539489801073,1.4300279564832412,1.2624730758046965,
MACE-MP-0b3-medium,1212,64,liq,UNSPECIFIED,dft,-10395.445407,-310.9276778261053,1 1 1,941.1920000000005,192,24.553930117408846,0.35761019657559784,1.322537504947072,1.306743534753592,
MACE-MP-0b3-medium,1213,64,liq,UNSPECIFIED,dft,-10394.504496,-309.41119118154216,1 1 1,941.1920000000005,192,18.370644394647933,0.3093225493808332,1.0409462165329058,1.3261704901368812,
MACE-MP-0b3-medium,1214,64,liq,UNSPECIFIED,dft,-10396.039918,-311.2039814632313,1 1 1,941.1920000000005,192,16.735071226869835,0.2952318229910416,1.1605176857137174,1.160126811206969,
MACE-MP-0b3-medium,1215,64,liq,UNSPECIFIED,dft,-10397.965164,-312.48712883221634,1 1 1,941.1920000000005,192,18.17958949144611,0.30770986648889753,0.9213186143692411,1.1602014627944202,
MACE-MP-0b3-medium,1216,64,liq,UNSPECIFIED,dft,-10395.878364,-310.7961353719174,1 1 1,941.1920000000005,192,19.783302947832254,0.320995383435068,1.4854417063931409,1.2728317849750248,
MACE-MP-0b3-medium,1217,64,liq,UNSPECIFIED,dft,-10393.351078,-309.5133260716546,1 1 1,941.1920000000005,192,19.180584564672316,0.31606783756181467,1.1749831491490061,1.3086515234888498,
MACE-MP-0b3-medium,1218,64,liq,UNSPECIFIED,dft,-10395.091509,-310.5135111780176,1 1 1,941.1920000000005,192,20.192656670380806,0.3242993783911712,1.1050055998796044,1.2419739280281057,
MACE-MP-0b3-medium,1219,64,liq,UNSPECIFIED,dft,-10393.983281,-309.88634220821393,1 1 1,941.1920000000005,192,23.047797266806562,0.34646877314502317,1.2301561691249532,1.472235868896919,
MACE-MP-0b3-medium,1220,64,liq,UNSPECIFIED,dft,-10397.206178,-312.212255811566,1 1 1,941.1920000000005,192,24.11811039963179,0.35442228814144233,1.6716839090103144,1.2031205424690152,
MACE-MP-0b3-medium,1221,64,liq,UNSPECIFIED,dft,-10397.520979,-311.24780894782253,1 1 1,1196.6145470695274,192,9.988570265635857,0.22808727160201953,0.8231609378772946,1.1361655290323933,
MACE-MP-0b3-medium,1222,64,liq,UNSPECIFIED,dft,-10399.80122,-313.00867041875017,1 1 1,1196.6145470695274,192,10.231777021929181,0.23084736368983688,1.191192276454925,0.8055109161155111,
MACE-MP-0b3-medium,1223,64,liq,PW91,dft,-10391.021962,-303.48614453992184,1 1 1,1442.8970000000002,192,8.77026752607657,0.21372523645633304,0.783390096936761,0.8539226360699829,-0.17634544944623176
MACE-MP-0b3-medium,1224,64,liq,PW91,dft,-10392.093033,-304.93310142498945,1 1 1,1442.8970000000002,192,7.509114314922372,0.19776240894118552,0.7504853796704308,0.778222974825901,-0.18221866640043682
MACE-MP-0b3-medium,1225,64,liq,PW91,dft,-10389.448986,-302.3552581234807,1 1 1,1442.8970000000002,192,7.668449381195712,0.1998495447256786,0.8203876104185724,0.932818227088505,-0.1832530991893595
MACE-MP-0b3-medium,1226,64,liq,PW91,dft,-10390.320457,-302.3033075703798,1 1 1,1442.8970000000002,192,8.005691812403064,0.20419674709194716,0.7643737699286325,0.8403837414634732,-0.16882463742215137
MACE-MP-0b3-medium,1227,128,liq,UNSPECIFIED,dft,-20782.174591,-609.275667772355,1 1 1,2656.7416250000024,384,16.53021145833511,0.20747873547124698,0.7091392024230893,1.1528463424233093,
MACE-MP-0b3-medium,1228,128,liq,UNSPECIFIED,dft,-20782.125585,-608.5976126031114,1 1 1,2656.7416250000024,384,14.998310768364115,0.19763122465663555,0.7794590590276047,1.0464102093116077,
MACE-MP-0b3-medium,1229,128,liq,UNSPECIFIED,dft,-20784.898341,-610.6244124580222,1 1 1,2656.7416250000024,384,16.38002726118509,0.20653406739003013,0.9501676587311032,1.0695479044410638,
MACE-MP-0b3-medium,1230,128,liq,UNSPECIFIED,dft,-20780.787759,-608.4480470501138,1 1 1,2656.7416250000024,384,16.51278415903716,0.20736933736892235,0.8749213852811267,1.173045323054196,
MACE-MP-0b3-medium,1231,128,liq,UNSPECIFIED,dft,-20785.208074,-610.6283058218218,1 1 1,2656.7416250000024,384,13.325699154147408,0.18628564503809433,0.7221416762269387,0.9351294877603349,
MACE-MP-0b3-medium,1232,128,liq,UNSPECIFIED,dft,-20788.358708,-614.3113466240652,1 1 1,2656.7416250000024,384,14.383907477383403,0.19354093207644546,0.6955628108712313,0.9528630667626174,
MACE-MP-0b3-medium,1233,128,liq,UNSPECIFIED,dft,-20778.905217,-605.8886498532603,1 1 1,2656.7416250000024,384,16.50214931003573,0.20730254981922286,0.940169888085325,1.0900880301542977,
MACE-MP-0b3-medium,1234,64,amorph,UNSPECIFIED,dft,-10418.559105,-324.66011633025875,1 1 1,1369.854789407834,192,14.881097826618653,0.2783984875084133,1.0601057956951596,0.9827993995258306,
MACE-MP-0b3-medium,1235,64,amorph,UNSPECIFIED,dft,-10420.848058,-325.9964997743365,1 1 1,1369.854789407834,192,12.963764935723198,0.2598453560105029,0.7917894151154657,0.9154715870511311,
MACE-MP-0b3-medium,1236,64,amorph,UNSPECIFIED,dft,-10420.568955,-326.5383455499375,1 1 1,1369.854789407834,192,18.471870844661108,0.3101735976018536,1.2497963466012871,0.9835505079160272,
MACE-MP-0b3-medium,1237,64,amorph,UNSPECIFIED,dft,-10420.619693,-325.17820507861734,1 1 1,1369.854789407834,192,13.804261692288835,0.26813652551266554,1.0134174012851065,1.0847878956508137,
MACE-MP-0b3-medium,1238,64,amorph,UNSPECIFIED,dft,-10421.452226,-326.5627021793101,1 1 1,1369.854789407834,192,15.75916592800953,0.28649430920767516,1.4108354261044302,0.8906888242882467,
MACE-MP-0b3-medium,1239,64,amorph,UNSPECIFIED,dft,-10419.690642,-325.4323821826372,1 1 1,1369.854789407834,192,15.76270996230755,0.28652652184457866,1.3418654535317918,1.105242150180646,
MACE-MP-0b3-medium,1240,64,amorph,UNSPECIFIED,dft,-10419.389098,-325.1222086404136,1 1 1,1369.854789407834,192,13.135254117376796,0.2615583718051049,1.1483031285097813,1.0006775160917019,
MACE-MP-0b3-medium,1241,64,amorph,UNSPECIFIED,dft,-10420.856705,-326.2163559839271,1 1 1,1369.854789407834,192,15.249080167045076,0.281819609922186,1.3905163576875013,0.9847705092706457,
MACE-MP-0b3-medium,1242,64,amorph,UNSPECIFIED,dft,-10422.523675,-326.86802530781813,1 1 1,1369.854789407834,192,14.693977584598379,0.27664260925084655,1.051520110546096,1.0426252699720906,
MACE-MP-0b3-medium,1243,64,amorph,UNSPECIFIED,dft,-10420.432014,-325.69351062531933,1 1 1,1369.854789407834,192,18.115493852164192,0.3071669423620026,1.1296246832217027,1.0905266090584784,
MACE-MP-0b3-medium,1244,64,amorph,UNSPECIFIED,dft,-10421.574437,-326.35260032163495,1 1 1,1369.854789407834,192,16.07590151639039,0.28935903948416736,1.0996216112338102,0.957162383995766,
MACE-MP-0b3-medium,1245,64,amorph,UNSPECIFIED,dft,-10421.479275,-326.513721531433,1 1 1,1369.854789407834,192,15.34264231936869,0.2826828530586505,1.536180467894349,0.9786577016029511,
MACE-MP-0b3-medium,1246,64,amorph,UNSPECIFIED,dft,-10420.030978,-325.00196072734974,1 1 1,1369.854789407834,192,14.577269112223469,0.2755417874409686,0.9231266922572848,0.9988036241405787,
MACE-MP-0b3-medium,1247,64,amorph,UNSPECIFIED,dft,-10420.29342,-325.63756833091514,1 1 1,1369.854789407834,192,13.199350398912188,0.26219576018883484,1.1308105583002324,0.9917655339797327,
MACE-MP-0b3-medium,1248,64,amorph,UNSPECIFIED,dft,-10421.293903,-326.3544236686713,1 1 1,1369.854789407834,192,13.575114835268842,0.2659017169940024,1.1068889002188673,0.9329386436902617,
MACE-MP-0b3-medium,1249,64,amorph,UNSPECIFIED,dft,-10418.469943,-324.4528467151876,1 1 1,1369.854789407834,192,13.892486692719404,0.268992010150079,0.9454640296744979,1.0934465601658554,
MACE-MP-0b3-medium,1250,64,amorph,UNSPECIFIED,dft,-10421.556415,-326.2000139875362,1 1 1,1369.854789407834,192,12.370172377114095,0.25382667537278775,1.0249915650354988,1.0396120411725913,
MACE-MP-0b3-medium,1251,64,amorph,UNSPECIFIED,dft,-10418.47034,-324.28931263264695,1 1 1,1369.854789407834,192,12.30510855491908,0.2531582648401395,0.7629835634912404,1.0894415386303338,
MACE-MP-0b3-medium,1252,64,amorph,UNSPECIFIED,dft,-10420.470153,-326.0574973815633,1 1 1,1369.854789407834,192,14.432006943060554,0.2741654661485293,1.0669645429208376,1.0039860473092574,
MACE-MP-0b3-medium,1253,64,amorph,UNSPECIFIED,dft,-10421.143159,-326.291113003177,1 1 1,1369.854789407834,192,13.188015193252644,0.2620831530860467,0.8340871055153434,0.9297673964441994,
MACE-MP-0b3-medium,1254,64,amorph,UNSPECIFIED,dft,-10421.252702,-326.2112848388323,1 1 1,1369.854789407834,192,17.995380427413906,0.30614692506395375,1.11597316278766,1.0636344156767301,
MACE-MP-0b3-medium,1255,64,amorph,UNSPECIFIED,dft,-10422.505867,-327.2918262925775,1 1 1,1369.854789407834,192,14.874894068761352,0.2783404509016468,0.908395717666552,0.9683805268559205,
MACE-MP-0b3-medium,1256,64,amorph,UNSPECIFIED,dft,-10423.200354,-327.5235027017616,1 1 1,1369.854789407834,192,14.594019289650323,0.27570004920854735,0.9605840416766668,0.9256891956047532,
MACE-MP-0b3-medium,1257,64,amorph,UNSPECIFIED,dft,-10421.428821,-326.5135816366953,1 1 1,1369.854789407834,192,11.791943188318072,0.24782326519616749,0.8740008766059998,0.8672567616896131,
MACE-MP-0b3-medium,1258,64,amorph,UNSPECIFIED,dft,-10420.797826,-325.9287095216702,1 1 1,1369.854789407834,192,13.264556380131136,0.2628425976635377,1.2175028282900615,1.0431911640460487,
MACE-MP-0b3-medium,1259,64,amorph,UNSPECIFIED,dft,-10421.256919,-325.95880020193795,1 1 1,1369.854789407834,192,12.245093229594893,0.25254014975340733,0.8815957682556067,0.9267854032456871,
MACE-MP-0b3-medium,1260,64,amorph,UNSPECIFIED,dft,-10421.844645,-326.60005920955064,1 1 1,1369.854789407834,192,14.987615502011783,0.2793930876136905,1.1168746692130294,1.1115120204864803,
MACE-MP-0b3-medium,1261,64,amorph,UNSPECIFIED,dft,-10422.217208,-327.0433232653766,1 1 1,1369.854789407834,192,13.379199138533167,0.26397600051240816,1.1163075481434621,0.9153030576766296,
MACE-MP-0b3-medium,1262,64,amorph,UNSPECIFIED,dft,-10423.115313,-327.70815231736367,1 1 1,1369.854789407834,192,13.68498812948799,0.26697561656653834,1.1429504795114476,0.8855883178527071,
MACE-MP-0b3-medium,1263,64,amorph,UNSPECIFIED,dft,-10421.571253,-326.17280835772317,1 1 1,1369.854789407834,192,11.725129713800051,0.2471201811387365,0.9164142304238964,0.8747169296531736,
MACE-MP-0b3-medium,1264,64,amorph,UNSPECIFIED,dft,-10421.22663,-326.2142275061529,1 1 1,1369.854789407834,192,13.071433919430156,0.2609221818800235,1.0730287701464316,0.9134552312345645,
MACE-MP-0b3-medium,1265,216,amorph,PW91,dft,-35210.82590887,-1126.8122346007788,1 1 1,4423.3609412645965,648,5.004293777683246,0.0878787550141928,0.5216583628743688,0.004254681027779656,0.002267005838287872
MACE-MP-0b3-medium,1266,216,amorph,PW91,dft,-35210.16158956,-1125.942285456612,1 1 1,4411.031030146403,648,4.623164545153128,0.0844660475396162,0.3891439958853592,0.008206422469815115,0.0032189958112551764
